"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Age","Answer.Automation","Answer.Education","Answer.Gender","Answer.Political","Answer.Race","Answer.Universal","Approve","Reject"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","32AT8R96GM1C8XMM12E8PN9QYKUSUH","A3UT83CENVRNF8","Submitted","Thu Nov 17 17:08:48 PST 2016","Thu Nov 17 17:09:24 PST 2016","Fri Nov 18 17:09:24 PST 2016","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","College","Female","Liberal","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","32EYX73OY1107IM9MDE3ZD4UCI6URQ","A2OL8WYXJ977GH","Submitted","Thu Nov 17 21:17:38 PST 2016","Thu Nov 17 21:18:06 PST 2016","Fri Nov 18 21:18:06 PST 2016","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","College","Male","Conservative","White","No"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","32Q90QCQ1TDXVICS6TQ1UJWDV0GEKU","ASCZ1VNH2XKL9","Submitted","Thu Nov 17 11:26:08 PST 2016","Thu Nov 17 11:26:40 PST 2016","Fri Nov 18 11:26:40 PST 2016","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","18-24","Unsure","HS","Male","Moderate","Hispanic","Unsure"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","32Q90QCQ1TDXVICS6TQ1UJWDVZDEKP","A2C83KDE5MUZQP","Submitted","Thu Nov 17 07:18:25 PST 2016","Thu Nov 17 07:18:58 PST 2016","Fri Nov 18 07:18:58 PST 2016","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","25-29","Yes","College","Female","Moderate","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","32SCWG5HIIWUTUGTD3CBECQZ8DLP6A","A2SQUZZIQH49X3","Submitted","Thu Nov 17 14:26:31 PST 2016","Thu Nov 17 14:26:55 PST 2016","Fri Nov 18 14:26:55 PST 2016","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","25-29","No","Grad","Male","Moderate","Other","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","32VNZTT0A8W1QKSU77NLM960D46R4M","A11DYJYIS2DNKS","Submitted","Thu Nov 17 14:56:50 PST 2016","Thu Nov 17 14:57:40 PST 2016","Fri Nov 18 14:57:40 PST 2016","","","","50","0% (0/0)","0% (0/0)","0% (0/0)","30-39","Unsure","College","Female","Moderate","White","Unsure"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","32ZKVD547GFTSHS1BWWCCP9QHJJB3M","AJWES6SFIP3AT","Submitted","Thu Nov 17 21:03:24 PST 2016","Thu Nov 17 21:03:54 PST 2016","Fri Nov 18 21:03:54 PST 2016","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","30-39","No","College","Male","Liberal","Hispanic","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","3300DTYQT39J6LANJYAYQ58MU8TQEN","A1YBUA89N9CV2N","Submitted","Thu Nov 17 18:42:08 PST 2016","Thu Nov 17 18:43:32 PST 2016","Fri Nov 18 18:43:32 PST 2016","","","","84","0% (0/0)","0% (0/0)","0% (0/0)","30-39","No","College","Male","Moderate","Other","No"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","333U7HK6IA7XSSSASDF5NMEFG16DJW","A3NX7J6RTWI2DE","Submitted","Thu Nov 17 19:23:26 PST 2016","Thu Nov 17 19:24:17 PST 2016","Fri Nov 18 19:24:17 PST 2016","","","","51","0% (0/0)","0% (0/0)","0% (0/0)","25-29","No","Grad","Female","Liberal","Hispanic","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","333U7HK6IA7XSSSASDF5NMEFG1GDJ6","A1VTGZTVLV00SH","Submitted","Thu Nov 17 20:43:46 PST 2016","Thu Nov 17 20:44:19 PST 2016","Fri Nov 18 20:44:19 PST 2016","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","40-44","Unsure","College","Male","Liberal","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","333U7HK6IA7XSSSASDF5NMEFG1HDJ7","AVD6HMIO1HLFI","Submitted","Thu Nov 17 21:03:07 PST 2016","Thu Nov 17 21:03:54 PST 2016","Fri Nov 18 21:03:54 PST 2016","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","25-29","No","HS","Male","Moderate","White","Unsure"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","336KAV9KYRK0K7PTHOWR1Q2ZWCV2Y7","A17A3D9CTIRV93","Submitted","Thu Nov 17 11:08:43 PST 2016","Thu Nov 17 11:09:57 PST 2016","Fri Nov 18 11:09:57 PST 2016","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","HS","Male","Liberal","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","336YQZE83W6SPNJ2G4AE52I47DUM5Q","A2DLIAJ9HSW44U","Submitted","Thu Nov 17 13:29:07 PST 2016","Thu Nov 17 13:29:43 PST 2016","Fri Nov 18 13:29:43 PST 2016","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","30-39","No","HS","Female","Moderate","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","339ANSOTR6U9BNEE2CGSFYU5NSBIKT","A2X92JMNDL62U5","Submitted","Thu Nov 17 06:03:10 PST 2016","Thu Nov 17 06:03:51 PST 2016","Fri Nov 18 06:03:51 PST 2016","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","30-39","No","College","Male","Liberal","White","Unsure"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","339ANSOTR6U9BNEE2CGSFYU5NSYKII","A12HNHPCQYBX9F","Submitted","Thu Nov 17 04:00:48 PST 2016","Thu Nov 17 04:01:30 PST 2016","Fri Nov 18 04:01:30 PST 2016","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","30-39","No","College","Male","Moderate","Other","No"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","33C7UALJVMQEGGGFLGYJXU4SBRL81P","A143BF3IETFJAO","Submitted","Thu Nov 17 11:37:50 PST 2016","Thu Nov 17 11:39:13 PST 2016","Fri Nov 18 11:39:13 PST 2016","","","","83","0% (0/0)","0% (0/0)","0% (0/0)","25-29","Unsure","HS","Male","Liberal","Black","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","33C7UALJVMQEGGGFLGYJXU4SBTR81Z","A1Q47BC65GU6RQ","Submitted","Thu Nov 17 17:23:39 PST 2016","Thu Nov 17 17:24:20 PST 2016","Fri Nov 18 17:24:20 PST 2016","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","HS","Male","Moderate","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","33NF62TLXKU56YYKKU1SRZ950AEJKQ","ARNJBRRLDR583","Submitted","Thu Nov 17 21:09:35 PST 2016","Thu Nov 17 21:09:56 PST 2016","Fri Nov 18 21:09:56 PST 2016","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","College","Male","Conservative","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","33PPUNGG39XHTHGJS0DBG5J9EXTRZE","A2V0ADROWMC2ZM","Submitted","Thu Nov 17 03:52:11 PST 2016","Thu Nov 17 03:53:35 PST 2016","Fri Nov 18 03:53:35 PST 2016","","","","84","0% (0/0)","0% (0/0)","0% (0/0)","60-64","No","College","Female","Conservative","White","No"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","33TIN5LC052BKRAS2XB6BDAD2KBY95","A6GSJ02S82W9T","Submitted","Thu Nov 17 21:23:03 PST 2016","Thu Nov 17 21:23:21 PST 2016","Fri Nov 18 21:23:21 PST 2016","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","HS","Male","Liberal","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","34BBWHLWHB306N8VRQZV39O0A2YIW9","AEGSLKFQL4GKV","Submitted","Thu Nov 17 21:06:19 PST 2016","Thu Nov 17 21:06:54 PST 2016","Fri Nov 18 21:06:54 PST 2016","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","College","Male","Liberal","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","34J10VATJGQVMQC9FH0PBK6EM1HQID","A3L4CIVRKFRSK9","Submitted","Thu Nov 17 21:09:50 PST 2016","Thu Nov 17 21:10:15 PST 2016","Fri Nov 18 21:10:15 PST 2016","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","40-44","No","College","Male","Liberal","Other","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","34PGFRQONP3W1YS198KVFA30NF4WJC","A26V36QKQ1K4WZ","Submitted","Thu Nov 17 09:29:18 PST 2016","Thu Nov 17 09:30:05 PST 2016","Fri Nov 18 09:30:05 PST 2016","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","College","Female","Liberal","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","34QN5IT0T0JE9RVXPXUJJPLI6YG08D","A1KL6VGWS7GCFB","Submitted","Thu Nov 17 08:21:39 PST 2016","Thu Nov 17 08:22:11 PST 2016","Fri Nov 18 08:22:11 PST 2016","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","40-44","No","HS","Female","Moderate","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","34X6J5FLPUQRH1WFXZLPNLLEZDSJQY","AGZ5V1SRNW0U","Submitted","Thu Nov 17 06:06:41 PST 2016","Thu Nov 17 06:07:03 PST 2016","Fri Nov 18 06:07:03 PST 2016","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","25-29","No","College","Female","Moderate","White","No"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","34X6J5FLPUQRH1WFXZLPNLLEZGNQJ6","A2B5JKJCRHLOCY","Submitted","Thu Nov 17 18:27:36 PST 2016","Thu Nov 17 18:28:31 PST 2016","Fri Nov 18 18:28:31 PST 2016","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","60-64","No","College","Male","Conservative","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","351SEKWQS19NT0YVVASX3E6WKVCDMB","A3G01N47XJTZTE","Submitted","Thu Nov 17 21:03:20 PST 2016","Thu Nov 17 21:04:06 PST 2016","Fri Nov 18 21:04:06 PST 2016","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","40-44","No","College","Female","Conservative","White","No"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","354GIDR5ZCYWR2QUUTH4QAF0N0100N","ALNUHBF84WF4N","Submitted","Thu Nov 17 07:54:39 PST 2016","Thu Nov 17 07:55:08 PST 2016","Fri Nov 18 07:55:08 PST 2016","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","HS","Female","Conservative","White","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","354P56DE9LVAAMAQOULXFVV6Q9E7SB","AE77PPU4PBTT7","Submitted","Thu Nov 17 19:08:53 PST 2016","Thu Nov 17 19:09:30 PST 2016","Fri Nov 18 19:09:30 PST 2016","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","40-44","Yes","HS","Female","Conservative","White","No"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","358010RM5FLKHTXL02U0KHS1R3BXVJ","A3EIOPHK7N0IBK","Submitted","Thu Nov 17 04:23:42 PST 2016","Thu Nov 17 04:24:15 PST 2016","Fri Nov 18 04:24:15 PST 2016","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","25-29","Yes","College","Male","Conservative","White","No"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","35GCEFQ6I6GPAFVHHACFY7GT8KR3Z2","A2VQ7A9P0L4AGW","Submitted","Thu Nov 17 10:01:51 PST 2016","Thu Nov 17 10:02:08 PST 2016","Fri Nov 18 10:02:08 PST 2016","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","25-29","Yes","College","Female","Moderate","Hispanic","Yes"
"3XEIP58NL0F33ZNCXDBD69ESMJGLZQ","3PICF97GBRFU014N03HHGMN4Y95P76","Answer a survey about automation","Give us your opinion on your thoughts about automation","survey, demographics","$0.10","Thu Nov 17 03:46:12 PST 2016","250","BatchId:2599180;","180","86400","Fri Nov 18 03:46:12 PST 2016","","","35GMH2SV3F9GL9X74LIU10DMF7SEOK","A37RPF9885669V","Submitted","Thu Nov 17 21:09:11 PST 2016","Thu Nov 17 21:09:22 PST 2016","Fri Nov 18 21:09:22 PST 2016","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","18-24","No","HS","Male","Moderate","White","Yes"
